split,dataset_name,dataset_profile,selection_rule,binary_label,family,source,raw_sha256,raw_size_bytes,file_kind,image_sha256,image_width,image_height,conversion_rule,image_path,dataset_image_path,dataset_root,seed,test_fraction,vibex50_source_component,vibex50_addition_reason
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,1351c3cb113ac2b176162da18879de413c15470b01fd54fc6bcf8e9c2a6ba5a4,39528,elf,1d72c00c04ecf87adc91f813c723fe5737ccf5399f06b55720d84e0ae0c221a5,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/1351c3cb113ac2b176162da18879de413c15470b01fd54fc6bcf8e9c2a6ba5a4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/1351c3cb113ac2b176162da18879de413c15470b01fd54fc6bcf8e9c2a6ba5a4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,2fcf5d3f0b1010fcedca618079098d8788736ae5ff5d01205167642f0af0ed53,306728,elf,27595a85e036daf7ecb4bb292802a1df540db386b166b582e219f560a6ef4b33,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/2fcf5d3f0b1010fcedca618079098d8788736ae5ff5d01205167642f0af0ed53.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/2fcf5d3f0b1010fcedca618079098d8788736ae5ff5d01205167642f0af0ed53.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,cbc809aa3fd73c20269e58280faa2a5fc0405cf2a2bd70e501f43d4568b10c3b,2352,elf,b8e086e16417cdc4bb9b09946971df90ff73997981e7162c41bf67a4397f2cd3,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/cbc809aa3fd73c20269e58280faa2a5fc0405cf2a2bd70e501f43d4568b10c3b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/cbc809aa3fd73c20269e58280faa2a5fc0405cf2a2bd70e501f43d4568b10c3b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f06bc51019fec6c4025360cd6f19e3d1cefe56eef301c4d71245d7a931183875,35472,elf,437c3a671fdccc99172b83a8dd819b253dc983a71e9cff5d31267145246d89c2,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f06bc51019fec6c4025360cd6f19e3d1cefe56eef301c4d71245d7a931183875.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/f06bc51019fec6c4025360cd6f19e3d1cefe56eef301c4d71245d7a931183875.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,beb075a2e9017e400a0277463332390696a7f71b559b05b0efe9802bb35d1dee,27176,elf,c4c3bc2a00aa5cc9c5e1a56aeccdb817ddb47e5b9f46d71f2db2174e2694ecbe,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/beb075a2e9017e400a0277463332390696a7f71b559b05b0efe9802bb35d1dee.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/beb075a2e9017e400a0277463332390696a7f71b559b05b0efe9802bb35d1dee.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,119562632ac2f4a6531fc1d1e0f7ab67d28032d5fd490d3604779f2ce418cc52,14840,elf,8e43e18714be8ad9ce1bab63af65c37d1c0e358aba17ad702086108c3a6d59d8,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/119562632ac2f4a6531fc1d1e0f7ab67d28032d5fd490d3604779f2ce418cc52.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/119562632ac2f4a6531fc1d1e0f7ab67d28032d5fd490d3604779f2ce418cc52.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,630b78622d408b18c8c2fbb267f31bb9715e67e0f87dcec69c9e3d0c86149c2a,207560,elf,0fe3db7af7c3e27ab6523debb1db5e28d92073a18c26499273d9d257c3e47bc5,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/630b78622d408b18c8c2fbb267f31bb9715e67e0f87dcec69c9e3d0c86149c2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/630b78622d408b18c8c2fbb267f31bb9715e67e0f87dcec69c9e3d0c86149c2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,4ba2152b0fa4ac52a982aef3c7e3459f049f50f3fefff4d3bf84ae37cb4a5479,18640,elf,14c7d8c25ea8abd24f2c74ca55ae56f198e1a757ff33cddd0fd8551c5a7af084,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/4ba2152b0fa4ac52a982aef3c7e3459f049f50f3fefff4d3bf84ae37cb4a5479.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/4ba2152b0fa4ac52a982aef3c7e3459f049f50f3fefff4d3bf84ae37cb4a5479.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,40de228ffc575fa84ca66682cfc369a6d40ef82f73a724562628726d8f4bb505,2208,elf,3b6e789ee0cfe907e63d7e5cf8a1acc4c83d3c08928e220641167fc16cda14a8,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/40de228ffc575fa84ca66682cfc369a6d40ef82f73a724562628726d8f4bb505.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/40de228ffc575fa84ca66682cfc369a6d40ef82f73a724562628726d8f4bb505.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,62068b8582fab5bc5aa8eaaebfe89cffcb01b119db4fbb4b01fe4773d44651c7,63968,elf,ef65ef46f20a8893cd65b30f26dcf04befcf9b8862410a76644b93c192590d1a,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/62068b8582fab5bc5aa8eaaebfe89cffcb01b119db4fbb4b01fe4773d44651c7.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/62068b8582fab5bc5aa8eaaebfe89cffcb01b119db4fbb4b01fe4773d44651c7.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,4fcab43fdb9f580bc82f9cd7bdf9cbbf7d50399c2a86005279f83fe575177dcd,18640,elf,b386c364d9256d1f9fe3dea7be18a96d6478c763bcfd102c943e20c3fbf3a67c,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/4fcab43fdb9f580bc82f9cd7bdf9cbbf7d50399c2a86005279f83fe575177dcd.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/4fcab43fdb9f580bc82f9cd7bdf9cbbf7d50399c2a86005279f83fe575177dcd.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,fdb7d3c0a2aa2a02412dde9d442c4363e520376a7796c5620d724bceb2482d78,3264,elf,54c245a51162d8227e13fe9e708fecb9aa112b36effa29688e5c74bc699c69f8,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/fdb7d3c0a2aa2a02412dde9d442c4363e520376a7796c5620d724bceb2482d78.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/fdb7d3c0a2aa2a02412dde9d442c4363e520376a7796c5620d724bceb2482d78.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,a05e173538203616acc29019c235a62c5cace9fb763662c1c7022b961b5f6600,35104,elf,51f05668f40cb7ac5021726a5d961954d459b5de287cb5c9e624a2ad3ccd0ad3,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/a05e173538203616acc29019c235a62c5cace9fb763662c1c7022b961b5f6600.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/a05e173538203616acc29019c235a62c5cace9fb763662c1c7022b961b5f6600.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,42d6166b88cc2ccad3b0da3957efeff8a049b477e727f508ebe6e3af65ac494b,533488,elf,5fda7457ca2bb09e0dc1d2cfd7feb842274183bc8a3eca0849f299dd75e94254,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/42d6166b88cc2ccad3b0da3957efeff8a049b477e727f508ebe6e3af65ac494b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/42d6166b88cc2ccad3b0da3957efeff8a049b477e727f508ebe6e3af65ac494b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,96b26469d9cb036bab3901e0789ac1cacb7e097bb1df5f7c6a3006adeca1fd15,35288,elf,354d15ba74d0b13395b603b3d05d4b79a03f4de7aae3e57521c5894afe2aa15d,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/96b26469d9cb036bab3901e0789ac1cacb7e097bb1df5f7c6a3006adeca1fd15.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/96b26469d9cb036bab3901e0789ac1cacb7e097bb1df5f7c6a3006adeca1fd15.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,1fe16932fb688f2618a346a59a60a33bbab891b862cd579cdaf7f1bedeffc4f7,18816,elf,a8c89767102e3d83d78c2fc240079754cd3cc859fb3ecf30892f35e12275aa3e,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/1fe16932fb688f2618a346a59a60a33bbab891b862cd579cdaf7f1bedeffc4f7.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/1fe16932fb688f2618a346a59a60a33bbab891b862cd579cdaf7f1bedeffc4f7.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,2c7ed0e79a68c3e10590231e3c184b7cd5a0d6b4647bcfe86eb2dfe602f0fe6a,2592,elf,5f3cbf8a90aa61c0b007de3b594441d6945f9a63cdf7ab8fe6ba245253f2a49d,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/2c7ed0e79a68c3e10590231e3c184b7cd5a0d6b4647bcfe86eb2dfe602f0fe6a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/2c7ed0e79a68c3e10590231e3c184b7cd5a0d6b4647bcfe86eb2dfe602f0fe6a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,d3e1761399a4f40b351a34b97434547a0119f52b8a9a236a28e1f127943e536e,5640,elf,ebc97f25ed7bbd8a1bb2867ca11a458122a48154c886049ff85915f030f94f45,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/d3e1761399a4f40b351a34b97434547a0119f52b8a9a236a28e1f127943e536e.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/d3e1761399a4f40b351a34b97434547a0119f52b8a9a236a28e1f127943e536e.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,91a00f8c51d576cdb1819857e2e543a483ffda059dad5354431e5d8554956369,47584,elf,d7bd8c1862295a07234a1eed506c58580d33f0a0b111a08840d2f9e60640b3db,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/91a00f8c51d576cdb1819857e2e543a483ffda059dad5354431e5d8554956369.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/91a00f8c51d576cdb1819857e2e543a483ffda059dad5354431e5d8554956369.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,6416b91d8291b071ee570d0e024cc0ca77f39aa456522348a0fa27242b078ead,22736,elf,2b6520f53766b247c745054167e94ab683e9a71a1f6bce2ff6bc82c7996ca715,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/6416b91d8291b071ee570d0e024cc0ca77f39aa456522348a0fa27242b078ead.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/6416b91d8291b071ee570d0e024cc0ca77f39aa456522348a0fa27242b078ead.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,800a3a647b9ed97422155574549673e710802d133fdfe6de82e9dc71254813cc,39376,elf,fbe4519d789cfcec3933a18319d4041bc87725444ec3bddf0c9f44a435e6f0b6,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/800a3a647b9ed97422155574549673e710802d133fdfe6de82e9dc71254813cc.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/800a3a647b9ed97422155574549673e710802d133fdfe6de82e9dc71254813cc.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,c368b69c053c842019016151c98dd19d03866b0bb97f1be365871921293cfcb2,2256,elf,174085eb95292b5af82949835a2633974c5b118f49e70d994cec400d8aa0e0fd,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/c368b69c053c842019016151c98dd19d03866b0bb97f1be365871921293cfcb2.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/c368b69c053c842019016151c98dd19d03866b0bb97f1be365871921293cfcb2.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,f6573c7b094d146f6be6b877f182b6e01945b255fb614fd95f623797d298368b,3672,elf,d17a0b55ef3994a33a900f74d7713d65f782e5780d8af14c9fdbc14343bfba2c,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f6573c7b094d146f6be6b877f182b6e01945b255fb614fd95f623797d298368b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/f6573c7b094d146f6be6b877f182b6e01945b255fb614fd95f623797d298368b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,d3bf3682f8c664bbd38bb32e88efcb703c7d61d0e373bcfc062f8988d251b12f,655200,elf,3410d7e34aeb730999c59cae0c40ca03770026de646f22caa6e66fc3d319af73,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/d3bf3682f8c664bbd38bb32e88efcb703c7d61d0e373bcfc062f8988d251b12f.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/d3bf3682f8c664bbd38bb32e88efcb703c7d61d0e373bcfc062f8988d251b12f.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,b81725cf445500d9f1a01b8f4ebefaf67430e75c6bd7f94254de97c8da412271,2792,elf,83cc66ebf2f4b4d51bb087677ee826079740ad344485e4f2a77688c411b09269,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/b81725cf445500d9f1a01b8f4ebefaf67430e75c6bd7f94254de97c8da412271.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/b81725cf445500d9f1a01b8f4ebefaf67430e75c6bd7f94254de97c8da412271.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,4149cd8b3b9c16535a31f3c8d72191837f1ef7e3fe933708c53caad5e325a3de,222464,elf,7bfa7acd9abf9fb172a278f7399e144096471a7f5ada4392bf933ce8469c5a4e,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/4149cd8b3b9c16535a31f3c8d72191837f1ef7e3fe933708c53caad5e325a3de.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/4149cd8b3b9c16535a31f3c8d72191837f1ef7e3fe933708c53caad5e325a3de.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,9327670d0aae1499a04835394c54f8dd6d6b3e3fcaa21540a5e2e93d0980e835,5224,elf,0323883fedd4555903c5e651c76f7e5fd086c4bb9d1254b428b2a9fae9b2134b,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/9327670d0aae1499a04835394c54f8dd6d6b3e3fcaa21540a5e2e93d0980e835.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/9327670d0aae1499a04835394c54f8dd6d6b3e3fcaa21540a5e2e93d0980e835.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,159164ce5e75ec30c1faefdba3747ac5933758f7572f9a92164dc1ca380f7bab,27268,elf,b71349dabebd808dcf54f975cae78575b834dfb71625403e1a03ab250427a826,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/159164ce5e75ec30c1faefdba3747ac5933758f7572f9a92164dc1ca380f7bab.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/159164ce5e75ec30c1faefdba3747ac5933758f7572f9a92164dc1ca380f7bab.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f76943ace0d8edc0031c90144b4a6c3696f098a5804f9b23028b475b0c052d29,31272,elf,f624fa6de6e654b199cf8c1fa7ae5fb815bf3aebbbcd69d6b1153d106eeb47d8,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f76943ace0d8edc0031c90144b4a6c3696f098a5804f9b23028b475b0c052d29.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/f76943ace0d8edc0031c90144b4a6c3696f098a5804f9b23028b475b0c052d29.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,77a1b0a80d263fb371802265136aec357d700b7ce5d2f91f95532853c733ef28,35280,elf,341c360e5b271fab5d744617433b66777edde3659d94d3f69f875929fddd2217,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/77a1b0a80d263fb371802265136aec357d700b7ce5d2f91f95532853c733ef28.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/77a1b0a80d263fb371802265136aec357d700b7ce5d2f91f95532853c733ef28.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,5fe058fb70a1a7bf78d2ecd6b1a3493af4fa3ae928c36678e05c5e44aadc7c9b,23008,elf,9979f086b79ac1242979c021334574cf4a506e641e216050670b5d49ee9e6f5d,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/5fe058fb70a1a7bf78d2ecd6b1a3493af4fa3ae928c36678e05c5e44aadc7c9b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/5fe058fb70a1a7bf78d2ecd6b1a3493af4fa3ae928c36678e05c5e44aadc7c9b.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f63617ddd85e3f8e998d81829734e914c5d79d38ab1a3290aef31f1b1819ff27,18640,elf,8dc6167009b9f1ca036835b7091e4291e69125a322a7ab7aa5c49e9ba7c3395a,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f63617ddd85e3f8e998d81829734e914c5d79d38ab1a3290aef31f1b1819ff27.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/f63617ddd85e3f8e998d81829734e914c5d79d38ab1a3290aef31f1b1819ff27.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,c97b434392d811c1acebd0b0b1301389eb0cb9ce8cdea56cc8cc2bc1b09ec7b4,5584,elf,6c9abbc51acc2b562e940f05f53d9c2413e98c0f9556ab1f7a86ddc2f9f655af,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/c97b434392d811c1acebd0b0b1301389eb0cb9ce8cdea56cc8cc2bc1b09ec7b4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/c97b434392d811c1acebd0b0b1301389eb0cb9ce8cdea56cc8cc2bc1b09ec7b4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,6250c2e8c67f418a49e89f1c8e8685399f37d2075583eb3fea6a3a48ba3c23c4,6664,elf,147a6cfd14cbf98b4d5c0d06d84cfc6b7a68b979518d5084ea021cc18e771d3d,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/6250c2e8c67f418a49e89f1c8e8685399f37d2075583eb3fea6a3a48ba3c23c4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/6250c2e8c67f418a49e89f1c8e8685399f37d2075583eb3fea6a3a48ba3c23c4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
